URL,Site Name,Site Title,CITY,Office,Group,Phase,id,post,office_name,country,state,address,email,fax,mail_instructions,phone,post_type,X13
/sites/GM/WH/Brazil/BeloHorizonte,Belo-Horizonte,Belo Horizonte,Belo Horizonte,GM-CS WH-Field-Brazil-BeloHorizonte,WH-Field-Brazil-BeloHorizonte_AllUsers,GM-International,8129bf83202b7eda6fd05bf958e0dd311371b428,Belo Horizonte,Belo Horizonte,BR,null,"Av. Contorno, 4520 - 2nd floor,Funcionarios,30110-028 Belo Horizonte (MG),Brazil",Office.BeloHorizonte@trade.gov,+55 31 3338-4007,,+55 31 3338-4000,F,
/sites/GM/WH/Brazil/Rio,Rio-De-Janeiro,Rio De Janeiro,Rio De Janeiro,GM-CS WH-Field-Brazil-Rio,WH-Field-Brazil-Rio_AllUsers,GM-International,812092d5ffb47f69bcec0422d3923750e1cbab84,Rio De Janeiro,Rio de Janeiro,BR,null,"Av. Presidente Wilson, 147 / 4º Andar,Rio De Janeiro  RJ  20030-020",Office.riodejaneiro@trade.gov,55-21-3823-2424,,55-21-3823-2000,F,
/sites/GM/USA/MidAtlantic/Baltimore,Baltimore,Baltimore,Baltimore,GM-CS USA-Field-MidAtlantic-Baltimore,USA-Field-MidAtlantic-Baltimore_AllUsers,GM-USA,6f8a763f9eb44c76df9e97cf31358513078c9320,Baltimore,Baltimore U.S. Export Assistance Center,US,MD,"Baltimore U.S. Export Assistance Center,300 West Pratt St., Suite 300,Baltimore, MD  21201,http://www.export.gov/maryland/",office.baltimore@trade.gov,410-962-4529,,410-962-4539,D,
/sites/GM/USA/Southern/Birmingham,Birmingham,Birmingham,Birmingham,GM-CS USA-Field-Southern-Birmingham,USA-Field-Southern-Birmingham_AllUsers,GM-USA,c4ebdc7a3b33c4e3bd8fb31c5bf2a3bf4e9332e4,Birmingham,Birmingham U.S. Export Assistance Center,US,AL,"Birmingham U.S. Export Assistance Center,950 22nd Street North, Suite 773,Birmingham, AL  35203-5309,http://www.export.gov/alabama/",Robert.Stackpole@trade.gov,205-731-0076,,205-731-1331,D,
/sites/GM/USA/PacificNorth/Boise,Boise,Boise,Boise,GM-CS USA-Field-PacificNorth-Boise,USA-Field-PacificNorth-Boise_AllUsers,GM-USA,a3d6569d9ca25768668ddc7db74ecb0b46a12361,Boise,Boise U.S. Export Assistance Center,US,ID,"Boise U.S. Export Assistance Center,700 W. State St., 2nd Floor,Boise, ID 83720,http://www.export.gov/idaho",Amy.Benson@trade.gov,208-334-2631,,208-364-7791,D,
/sites/GM/USA/Northeast/Boston,Boston,Boston,Boston,GM-CS USA-Field-NorthEast-Boston,USA-Field-NorthEast-Boston_AllUsers,GM-USA,5fbc07116714cc3691cca44e9b96250caa8d631b,Boston,Boston U.S. Export Assistance Center,US,MA,"Boston U.S. Export Assistance Center,JFK Federal Building,55 New Sudbury St., Suite 1826A,Boston, MA 02203,http://www.export.gov/Massachusetts/",Office.Boston@trade.gov,617-565-4313,,617-565-4301,D,
/sites/GM/USA/MidAtlantic/Charlotte,Charlotte,Charlotte,Charlotte,GM-CS USA-Field-MidAtlantic-Charlotte,USA-Field-MidAtlantic-Charlotte_AllUsers,GM-USA,19d47d036cebe2887428d3fab4b877d3f1879279,Charlotte,Charlotte U.S. Export Assistance Center,US,NC,"Charlotte U.S. Export Assistance Center,521 E. Morehead St., Suite 435,Charlotte, NC 28202,http://www.export.gov/northcarolina/",greg.sizemore@trade.gov,704-332-2681,,704-333-4886,D,
/sites/GM/USA/GreatLakes/Cincinnati,Cincinnati,Cincinnati,Cincinnati,GM-CS USA-Field-GreatLakes-Cincinnati,USA-Field-GreatLakes-Cincinnati_AllUsers,GM-USA,1a8c47b66548c1f8dd28122c7c83acafc1cb766c,Cincinnati,Cincinnati U.S. Export Assistance Center,US,OH,"Cincinnati U.S. Export Assistance Center,36 E. 7th St., Suite 2025,Cincinnati, OH 45202,http://www.export.gov/ohio/southernohio/",Marcia.Brandstadt@trade.gov,513-684-3200,,513-684-2947,D,
/sites/GM/Asia/NewZealand/Auckland,Auckland,Auckland,Auckland,GM-CS Asia-Field-ANZ-NewZealand-Auckland,Asia-Field-ANZ-NewZealand-Auckland_AllUsers,GM-International,60455b7df8ac7b7f900eafa2180fbbf9fbaea5e0,Auckland,Auckland,NZ,null,"Citibank Building,23 Customs Street East,Level 3,Auckland",office.auckland@trade.gov,011-649-302-3156,,011-649-309-8079,F,
/sites/GM/USA/GreatLakes/Columbus,Columbus,Columbus,Columbus,GM-CS USA-Field-GreatLakes-Columbus,USA-Field-GreatLakes-Columbus_AllUsers,GM-USA,e66de056e3e21100b14ca39bc3155b9cca8d638b,Columbus,Columbus U.S. Export Assistance Center,US,OH,"Columbus U.S. Export Assistance Center,401 N. Front St., #200,Columbus, OH 43215,http://export.gov/ohio/centralohio/index.asp",roberta.ford@trade.gov,614-365-9598,,614-365-9510,D,
/sites/GM/MEA/North/Africa/Beirut,Lebanon,Lebanon,Beirut,GM-CS MEA-Field-NorthAfrica-Beirut,GM-CS_MEA-Field-NorthAfrica-Beirut_AllUsers,GM-International,8b56b6f1cada9db06feae4f759d8cb2299a0fd4c,Beirut,Beirut,LB,null,"Commercial Section,American Embassy,PO Box 70-480,Awkar, Lebanon",Naaman.Tayyar@trade.gov,961-4-541-788,Work Week: Monday - Friday,961-4-544-860,F,
/sites/GM/EUR/RSCO-Bucharest,Romania,Romania,Bucharest,GM-CS EUR-Field-RSCO-Bucharest,GM-CS_EUR-Field-RSCO-Bucharest_AllUsers,GM-International,9d2e31a43a8c0c7f165017a4465eb1becee5965a,Bucharest,Bucharest,RO,null,"Commercial Section,U.S. Embassy,4-6, Dr. Liviu Librescu Blvd.,,District 1, Bucharest 015118,,Romania",office.bucharest@trade.gov,(40-21) 316-0690,Courier delivery using the above Street Address,by pouch using the above Mailing address.,(40-21) 200-3372,
/sites/GM/EUR/Nordics/Copenhagen,Denmark,Denmark,Copenhagen,GM-CS EMEA-Field-Nordics-Copenhagen,GM-CS_EUR-Field-Nordics-Copenhagen_AllUsers,GM-International,391c6951ba9759eaeb3a9982bf448b8a05f0fc86,Copenhagen,Copenhagen,DK,null,"Commercial Service Copenhagen,Dag Hammarskjölds Alle 24,DK-2100 Copenhagen O",office.copenhagen@trade.gov,n/a,,011-45-33417315,F,
/sites/GM/USA/GreatLakes/Louisville,Louisville,Louisville,Louisville,GM-CS USA-Field-GreatLakes-Louisville,USA-Field-GreatLakes-Louisville_AllUsers,GM-USA,c98a282b68ccf53a977d8d9c7ab19839f57cf366,Louisville,Louisville U.S. Export Assistance Center,US,KY,"CS Louisville,601 W. Broadway, Room 634B,Louisville, KY 40202,http://www.export.gov/kentucky/",Peggy.Pauley@trade.gov,502-582-6573,,502-582-5066,D,
/sites/GM/USA/GreatLakes/Detroit,Detroit,Detroit,Detroit,GM-CS USA-Field-GreatLakes-Detroit,USA-Field-GreatLakes-Detroit_AllUsers,GM-USA,9f68f933e6e2a22eb83b1af58e4ddc8426ca156c,Detroit,Detroit U.S. Export Assistance Center,US,MI,"Detroit U.S. Export Assistance Center,211 W. Fort Street, Suite 1310, Detroit,MI 48226,http://www.export.gov/michigan",Sara.Coulter@trade.gov,313-226-3073,,313-226-3006,D,
/sites/GM/USA/GreatLakes/Pontiac,Pontiac,Pontiac,Pontiac,GM-CS USA-Field-GreatLakes-Pontiac,USA-Field-GreatLakes-Pontiac_AllUsers,GM-USA,99ee7501114b1cbf5d9dbb873a9aa956a2dbc782,Pontiac,East Michigan U.S. Export Assistance Center,US,MI,"East Michigan U.S. Export Assistance Center,1200 N Telegraph Rd,Administrative Annex 1, Building 47 West,Pontiac, MI 48341,http://www.export.gov/michigan/",Richard.Corson@Trade.gov,248-975-9606,,248-975-9600,D,
/sites/GM/USA/Southwest/ElPaso,El-Paso,El Paso,El Paso,GM-CS USA-Field-Southwest-ElPaso,USA-Field-Southwest-ElPaso_AllUsers,GM-USA,73ee9452ed281b75edcf3165e02f41b1bded0e2d,El Paso,El Paso U.S. Export Assistance Center,US,TX,"El Paso World Trade Center,9570 Pan American Drive,El Paso, TX 79927,https://export.gov/texas/elpaso",Robert.Queen@trade.gov,915-858-8827,,915-929-6971,D,
/sites/GM/WH/CAFTA/Tegucigalpa,Honduras,Honduras,Tegucigalpa,GM-CS WH-Field-CAFTA-Tegucigalpa,WH-Field-CAFTA-Tegucigalpa_AllUsers,GM-International,776a7e0b239f7f14679b74dd04268e692c417229,Tegucigalpa,Tegucigalpa – GBI Post,HN,null,"Embajada Americana,U.S. Commercial Service,Avenida La Paz,Tegucigalpa M.D.C., Honduras",Office.Tegucigalpa@trade.gov,,,011-504-2236-9320,F,
/sites/GM/WH/Bogota,Colombia,Colombia,Bogota,GM-CS WH-Field-ANDPAN-Bogota,WH-Field-ANDPAN-Bogota_AllUsers,GM-International,dabb07d90b988642e50ef7c740284971daa7f3cd,Bogota,Bogota - GBI Post,CO,null,"Embajada de los Estados Unidos de America,Oficina Comercial,Carrera 45 No 24B-27,Bogota, D.C. COLOMBIA",Office.Bogota@trade.gov,011 571 275 4575 / 275 4575,Use US Priority mail.  Do not use a courier,011 571 275 2519,F,
/sites/GM/MEA/Israel/TelAviv,Tel-Aviv,Tel Aviv,Tel Aviv,GM-CS MEA-Field-Israel-TelAviv,GM-CS_MEA-Field-Israel-TelAviv_AllUsers,GM-International,9ce8c88b222d1943a3e6260d05e65d3613028921,Tel Aviv,"Office Tel Aviv, Covering the Israeli market",IL,null,"Embassy of the United States of America,71 Hayarkon Street,Tel Aviv 6343229",office.telaviv@trade.gov,+972-3-519-8530,Work Week: Monday - Friday,+972-3 -519-8500,F,
/sites/GM/EUR/Bratislava,Slovakia,Slovakia,Bratislava,GM-CS EUR-Field-GEAUS-Bratislava,GM-CS_EUR-Field-GEAUS-Bratislava_AllUsers,GM-International,0886e08c36123c5f54e377c08ab5de0445b4869e,Bratislava,Slovak,SK,null,"Embassy of the United States of America,U.S. Commercial Service,Hviezdoslavovo nam.5,811 02 Bratislava",Office.Bratislava@trade.gov,+421 2 5922 3345,"When sending mail to our local address or by courier service package (FedEx, DHL, etc.), please use the following address:  Americke Velvyslanectvo, U.S. Commercial Service, Hviezdoslavovo namestie 5, 811 02 Bratislava, Slovak Republic",+421 2 5922 3222,F,
/sites/GM/EUR/Nordics/Stockholm,Sweden,Sweden,Stockholm,GM-CS EMEA-Field-Nordics-Stockholm,GM-CS_EUR-Field-Nordics-Stockholm_AllUsers,GM-International,8505f0416d7cab6e34dd57d4ea6c74059ebe0440,Stockholm,Stockholm,SE,null,"Embassy of the United States,US Commercial Service,Dag Hammarskjölds Väg 31,SE -115 89, Stockholm,SWEDEN",Stockholm.office@trade.gov,N/A,"Clients should note that correspondence sent to the U.S. mailing address takes about 15 days to reach Stockholm.  Time-sensitive materials should be sent either by U.S. mail to the street address, or via courier or express delivery service.",46-8-783-5346,F,
/sites/GM/USA/Southern/FortLauderdale,Fort-Lauderdale,Fort Lauderdale,Fort Lauderdale,GM-CS USA-Field-Southern-FortLauderdale,USA-Field-Southern-FortLauderdale_AllUsers,GM-USA,6b1d4c75e35341042a393e98f88402370ca899ca,Fort Lauderdale,Fort Lauderdale U.S. Export Assistance Center,US,FL,"Fort Lauderdale U.S. Export Assistance Center,1850 Eller Drive, Suite 401,Fort Lauderdale, FL 33316,http://www.export.gov/florida/",Office.Miami@trade.gov,954-356-6644,,954-356-6640,D,
/sites/GM/USA/MidAtlantic/Greensboro,Greensboro,Greensboro,Greensboro,GM-CS USA-Field-MidAtlantic-Greensboro,USA-Field-MidAtlantic-Greensboro_AllUsers,GM-USA,1133c60276df32d4ec9ca7983d0b18be9427da0e,Greensboro,Greensboro U.S. Export Assistance Center,US,NC,"Greensboro U.S. Export Assistance Center,330 S. Greene Street, Suite 303,Greensboro, NC 27401,http://www.export.gov/northcarolina",Stephanie.Heckel@trade.gov,336-333-5158,,336-333-5345,D,
/sites/GM/USA/MidAtlantic/Greenville,Greenville,Greenville,Greenville,GM-CS USA-Field-MidAtlantic-Greenville,USA-Field-MidAtlantic-Greenville_AllUsers,GM-USA,ba569c7dda32e57b0042b82207945d9764586ca9,Greenville,Greenville U.S. Export Assistance Center,US,SC,"Greenville U.S. Export Assistance Center,Buck Mickel Center at Greenville Technical College,216 S. Pleasantburg Dr., Suite 243,Greenville, SC 29607,http://www.export.gov/southcarolina/",Shannon.Christenbury@trade.gov,864-250-6729,,864-250-8429,D,
/sites/GM/MEA/Israel/Jerusualem,Jerusalem,Jerusalem,Jerusalem,GM-CS MEA-Field-Israel-Jerusalem,GM-CS_MEA-Field-Israel-Jerusalem_AllUsers,GM-International,e59f9c4388b571e55e19d85b03deb1d016c64185,Jerusalem,"Office Jerusalem, covering the West Bank market",IL,null,"Ground Floor,19 Keren Hayesod Street,91008  JERUSALEM",office.jerusalem@trade.gov,(972-2) 623-5132,,(972-2) 625-5201,F,
/sites/GM/USA/PacificSouth/Honolulu,Honolulu,Honolulu,Honolulu,GM-CS USA-Field-PacificSouth-Honolulu,USA-Field-PacificSouth-Honolulu_AllUsers,GM-USA,5bcfb9b3f96a783d1ed0242445f37b7adc02066a,Honolulu,Hawaii U.S. Export Assistance Center,US,HI,"Hawaii U.S. Export Assistance Center,Foreign Trade Zone #9,521 Ala Moana Blvd., Rm. 214,Honolulu, HI 96813,http://www.export.gov/hawaii/",John.Holman@trade.gov,808-522-8045,,808-522-8040,D,
/sites/GM/USA/Southwest/Houston,Houston,Houston,Houston,GM-CS USA-Field-Southwest-Houston,USA-Field-Southwest-Houston_AllUsers,GM-USA,95bab3f167f70d4366b00f160af161e0b61eb6ee,Houston,Houston U.S. Export Assistance Center,US,TX,"Houston U.S. Export Assistance Center,1919 Smith St., Suite 1026,Houston, TX  77002,http://www.export.gov/texas/houston/",Office.Houston@trade.gov,281-228-5663,,281-228-5650,D,
/sites/GM/USA/GreatLakes/Indianapolis,Indianapolis,Indianapolis,Indianapolis,GM-CS USA-Field-GreatLakes-Indianapolis,USA-Field-GreatLakes-Indianapolis_AllUsers,GM-USA,7bd5541e3bb5b84eb9df6cb49fe01a653d5ebeb8,Indianapolis,Indianapolis U.S. Export Assistance Center,US,IN,"Indianapolis U.S. Export Assistance Center,46 E. Ohio Street,Suite 508,Indianapolis, IN 46204,http://www.export.gov/indiana",Mark.Cooper@trade.gov,317-221-0120,,317-226-6153,D,
/sites/GM/Asia/India/Bangalore,Bangalore,Bangalore,Bangalore,GM-CS Asia-Field-India-Bangalore,Asia-Field-IndiaBangalore_AllUsers,GM-International,c6dfae3c0f6116f2a37592d6c285a1aba69e3656,Bangalore,Bengaluru,IN,null,"J.W. Marriott Hotel, 9th Floor,,24/1, Vittal Mallya Road,,Ashok Nagar, Bengaluru 560001, India",office.bengaluru@trade.gov,+91 80 2227 6405,,+91 80 2227 6401,F,
/sites/GM/USA/Southern/Jacksonville,Jacksonville,Jacksonville,Jacksonville,GM-CS USA-Field-Southern-Jacksonville,USA-Field-Southern-Jacksonville_AllUsers,GM-USA,3adca64ede3046b326ffa68e7602031147d3b62c,Jacksonville,Jacksonville U.S. Export Assistance Center,US,FL,"Jacksonville U.S. Export Assistance Center,3 Independent Drive,Jacksonville, FL 32202,http://www.export.gov/florida",Jorge.Arce@trade.gov,904-232-1271,,904-232-1270,D,
/sites/GM/MEA/Africa/Maputo,Mozambique,Mozambique,Maputo,GM-CS MEA-Field-Africa-Maputo,GM-CS_MEA-Field-Africa-Maputo_AllUsers,GM-International,9f0b9004b7e546c450652e08d6b8d101de636dcc,Maputo,"Mozambique, Maputo US Embassy",MZ,null,"JAT Complex 3, 3rd Floor,Maputo",Tamarind.Murrietta@trade.gov,,MAIL VIA DULLES - DO NOT USE INTERNATIONAL MAIL.,258 21 35 54 18,F,
/sites/GM/USA/GreatLakes/Knoxville,Knoxville,Knoxville,Knoxville,GM-CS USA-Field-GreatLakes-Knoxville,USA-Field-GreatLakes-Knoxville_AllUsers,GM-USA,758935bb2b0307d6dd8635896e4da38a527c1970,Knoxville,Knoxville U.S. Export Assistance Center,US,TN,"Knoxville U.S. Export Assistance Center,17 Market Square, #201,Knoxville, TN  37902-1405,http://www.export.gov/tennessee/knoxville",Robert.Leach@trade.gov,865-545-4435,,865-545-4637,D,
/sites/GM/USA/Southern/LittleRock,Little-Rock,Little Rock,Little Rock,GM-CS USA-Field-Southern-LittleRock,USA-Field-Southern-LittleRock_AllUsers,GM-USA,02878fa8fe46e104e26147357b27b3addad52d7b,Little Rock,Little Rock U.S. Export Assistance Center,US,AR,"Little Rock U.S. Export Assistance Center,425 West Capitol Ave., Suite 425,Little Rock, AR 72201,http://www.export.gov/arkansas/",Office.LittleRock@trade.gov,501-324-7380,,501-324-5794,D,
/sites/GM/USA/GreatLakes/Memphis,Memphis,Memphis,Memphis,GM-CS USA-Field-GreatLakes-Memphis,USA-Field-GreatLakes-Memphis_AllUsers,GM-USA,77871f26ffe2a565953984f989edd853d0ef1add,Memphis,Memphis U.S. Export Assistance Center,US,TN,"Memphis U.S. Export Assistance Center,22 North Front Street, Suite 200,Memphis, TN  38103,http://export.gov/tennessee/memphis",Office.Memphis@trade.gov,901-543-3510,,901-544-0930,D,
/sites/GM/USA/Northeast/Middletown,Middletown,Middletown,Middletown,GM-CS USA-Field-NorthEast-Middletown,USA-Field-NorthEast-Middletown_AllUsers,GM-USA,c9f75d80838d692371d3f3c507a9d12f03d3f6b2,Middletown,Middletown U.S. Export Assistance Center,US,CT,"Middletown U.S. Export Assistance Center,213 Court St., Suite 903,Middletown, CT  06457-3382,http://www.export.gov/connecticut/",Anne.Evans@trade.gov,860-638-6970,,860-638-6950,D,
/sites/GM/USA/MidWest/Minneapolis,Minneapolis,Minneapolis,Minneapolis,GM-CS USA-Field-MidWest-Minneapolis,USA-Field-MidWest-Minneapolis_AllUsers,GM-USA,b9bf2b4fdc34f7a557597408a2601e8b84e72c59,Minneapolis,Minneapolis U.S. Export Assistance Center,US,MN,"Minneapolis U.S. Export Assistance Center,330 2nd Avenue South, Suite 410,Minneapolis, MN 55401,http://www.export.gov/minnesota/",Ryan.Kanne@trade.gov,612-348-1650,,612-348-1638,D,
/sites/GM/USA/Southern/Jackson,Jackson,Jackson,Jackson,GM-CS USA-Field-Southern-Jackson,USA-Field-Southern-Jackson_AllUsers,GM-USA,805612dfdc3300b9e20819bb7bbcdea791032b69,Jackson,Mississippi U.S. Export Assistance Center,US,MS,"Mississippi U.S. Export Assistance Center,1230 Raymond Road, Box 600,Jackson, MS  39204,http://export.gov/mississippi/",Carol.Moore@trade.gov,601-373-0959,,601-373-0773,D,
/sites/GM/USA/Northeast/Montpelier,Montpelier,Montpelier,Montpelier,GM-CS USA-Field-NorthEast-Montpelier,USA-Field-NorthEast-Montpelier_AllUsers,GM-USA,421a35725eb4bb26a99224f08fe602c12a811a27,Montpelier,Montpelier U.S. Export Assistance Center,US,VT,"Montpelier U.S. Export Assistance Center,PO Box 605,87 State Street, Room 205,Montpelier, VT  05601,http://www.export.gov/vermont",Susan.Murray@trade.gov,802-828-3258,,802-828-4508,D,
/sites/GM/USA/MidWest/Fargo,Fargo,Fargo,Fargo,GM-CS USA-Field-MidWest-Fargo,USA-Field-MidWest-Fargo_AllUsers,GM-USA,3f2fb989e0a716043b7dc97069fc877f1a28f5b7,Fargo,Fargo U.S. Export Assistance Center,US,ND,"NDSU Agribusiness and Applied Economics Department at Barry Hall,811 Second Avenue North,Suite 436,Fargo, ND 58102,http://www.export.gov/northdakota",heather.ranck@trade.gov,701-540-0262,,701-239-5080,D,
/sites/GM/China/Chengdu,Chengdu,Chengdu,Chengdu,GM-CS China-Field-China-Chengdu,China-Field China-Chengdu_AllUsers,GM-International,7d00979731f31e47031a7fc022468e3a36a276a6,Chengdu,Chengdu,CN,null,"No. 4,  Lingshiguan Road,Section 4, Renmin Nan Lu,Chengdu, China 610041",Office.Chengdu@trade.gov,+86 28 85589221,,+86 28 85583992,F,
/sites/GM/USA/Northeast/Newark,Newark,Newark,Newark,GM-CS USA-Field-NorthEast-Newark,USA-Field-NorthEast-Newark_AllUsers,GM-USA,9a29d28577fd37ed032dc4265656d486c1a5a698,Northern New Jersey,Northern New Jersey U.S. Export Assistance Center,US,NJ,"Northern New Jersey U.S. Export Assistance Center,20 Washington Place, Suite 615,Newark, NJ 07102,http://www.export.gov/newjersey",Office.Newark@trade.gov,973-645-4783,,973-645-4682,D,
/sites/GM/USA/PacificNorth/Oakland,Oakland,Oakland,Oakland,GM-CS USA-Field-PacificNorth-Oakland,USA-Field-PacificNorth-Oakland_AllUsers,GM-USA,98dd7217c03e4be70bd502b2336fe6516bc7ef00,Oakland,Oakland U.S. Export Assistance Center,US,CA,"Oakland U.S. Export Assistance Center,1301 Clay St., Suite 630N,Oakland, CA 94612,http://export.gov/california/oakland",Rod.Hirsch@trade.gov,510-273-7352,,510-273-7350,D,
/sites/GM/USA/Southern/OklahomaCity,Oklahoma,Oklahoma,Oklahoma City,GM-CS USA-Field-Southern-OklahomaCity,USA-Field-Southern-OklahomaCity_AllUsers,GM-USA,0f519f5193674907e1383ba3db262eef091af0f4,Oklahoma City,Oklahoma City U.S. Export Assistance Center,US,OK,"Oklahoma City U.S. Export Assistance Center,301 NW 63rd St., Suite 420,Oklahoma City, OK 73116,http://www.export.gov/oklahoma",office.oklahomacity@trade.gov,405-608-4211,,405-608-5302,D,
/sites/GM/USA/Southern/Orlando,Orlando,Orlando,Orlando,GM-CS USA-Field-Southern-Orlando,USA-Field-Southern-Orlando_AllUsers,GM-USA,7b797e3df97a4fb8d580c940b6ca54c86560faa1,Orlando,Orlando U.S. Export Assistance Center,US,FL,"Orlando U.S. Export Assistance Center,3201 East Colonial Drive, Suite A-20,Orlando, FL 32803,http://www.export.gov/florida",office.orlando@trade.gov,407-420-4425,,"407-420-4848, ext. 260",D,
/sites/GM/USA/MidWest/Peoria,Peoria,Peoria,Peoria,GM-CS USA-Field-MidWest-Peoria,USA-Field-MidWest-Peoria_AllUsers,GM-USA,3645fe2388770e9f9e215a62739a9692de27c073,Peoria,Peoria U.S. Export Assistance Center,US,IL,"Peoria U.S. Export Assistance Center,922 N. Glenwood Ave., Jobst Hall, Rm. 141,Peoria, IL 61606,http://export.gov/illinois/",Elizabeth.Ahern@trade.gov,309-671-7818,,309-671-7815,D,
/sites/GM/USA/MidAtlantic/Philadelphia,Philadelphia,Philadelphia,Philadelphia,GM-CS USA-Field-MidAtlantic-Philadelphia,USA-Field-MidAtlantic-Philadelphia_AllUsers,GM-USA,1ef812b50b0d718a5498b7fd3bf8bbea7bb47499,Philadelphia,Philadelphia U.S. Export Assistance Center,US,PA,"Philadelphia U.S. Export Assistance Center,One Penn Center,1617 John F. Kennedy Blvd., Suite 1580,Philadelphia, PA 19103,http://www.export.gov/pennsylvania/philadelphia/",Office.Philadelphia@trade.gov,215-597-6123,,215-597-6101,D,
/sites/GM/USA/Southwest/Phoenix,Phoenix,Phoenix,Phoenix,GM-CS USA-Field-Southwest-Phoenix,USA-Field-Southwest-Phoenix_AllUsers,GM-USA,937909227ec6fad872490dc5830f523bd5fde2a5,Phoenix,Phoenix U.S. Export Assistance Center,US,AZ,"Phoenix U.S. Export Assistance Center,2828 N Central Ave, Suite 800,Phoenix, AZ 85004,http://www.export.gov/arizona",Office.Phoenix@trade.gov,602-745-7210,,602-640-2513,D,
/sites/GM/MEA/SaudiArabia/Dhahran,Dhahran,Dhahran,Dhahran,GM-CS MEA-Field-SaudiArabia-Dhahran,GM-CS_MEA-Field-SaudiArabia-Dhahran_AllUsers,GM-International,77c9fb25fc2cce5b1efd8d8c9d2fe33c8e451752,Dhahran,Dhahran,SA,null,"Prince Faisal bin Fahad St., between Aramco HQ and the old Dhahran Airport,Dhahran,P.O. Box 38955, Dhahran (Doha) 31942",Office.Dhahran@trade.gov,+966-(0)13-330-2190,,+966-(0)13-330-3200,F,
/sites/GM/USA/Northeast/Providence,Providence,Providence,Providence,GM-CS USA-Field-NorthEast-Providence,USA-Field-NorthEast-Providence_AllUsers,GM-USA,a9481c78c84f52b4db4f1c2a0ba9d27cbfcff166,Providence,Providence U.S. Export Assistance Center,US,RI,"Providence U.S. Export Assistance Center,315 Iron Horse Way, Suite 101,Providence, RI  02908,http://www.export.gov/rhodeisland/",keith.yatsuhashi@trade.gov,401-528-5067,,401-528-5104,D,
/sites/GM/USA/MidAtlantic/Raleigh,Raleigh,Raleigh,Raleigh,GM-CS USA-Field-MidAtlantic-Raleigh,USA-Field-MidAtlantic-Raleigh_AllUsers,GM-USA,1e663fb0b785381e6a860d01d7c7628eebc88b7a,Raleigh,Raleigh US Export Assistance Center,US,NC,"Raleigh US Export Assistance Center,10900 World Trade Blvd., Suite 110,Raleigh, NC 27617,http://www.export.gov/northcarolina/",greg.sizemore@trade.gov,919-281-2754,,919-281-2750,D,
/sites/GM/USA/PacificSouth/Reno,Reno,Reno,Reno,GM-CS USA-Field-PacificSouth-Reno,USA-Field-PacificSouth-Reno_AllUsers,GM-USA,2a1f6580ce17ec1c45dffdcab9390c7b22e0111e,Reno,Reno U.S. Export Assistance Center,US,NV,"Reno U.S. Export Assistance Center,c/o Reno Sparks Chamber of Commerce,449 S. Virginia, 2nd Floor,Reno, NV 89501,http://www.export.gov/nevada/reno",andrew.edlefsen@trade.gov,775-784-5343,,775-784-5342,D,
/sites/GM/USA/MidWest/Rockford,Rockford,Rockford,Rockford,GM-CS USA-Field-MidWest-Rockford,USA-Field-MidWest-Rockford_AllUsers,GM-USA,2e5fc09b21aca251109b0a06a324490cd165bd47,Rockford,Rockford Illinois U.S. Export Assistance Center,US,IL,"Rockford Illinois U.S. Export Assistance Center,327 South Church Street, Suite 1600,Rockford, IL  61101,http://export.gov/illinois/",Office.Chicago@trade.gov,312-353-8120,Rockford is vacant. Please contact CS Chicago,312-353-8040,D,
/sites/GM/WH/Brazil/Recife,Recife,Recife,Recife,GM-CS WH-Field-Brazil-Recife,WH-Field-Brazil-Recife_AllUsers,GM-International,7bdf8b5c63ceea68e2d23f308a27be318344d9ef,Recife,Recife,BR,null,"Rua Gonçalves Maia, 163 - Boa Vista,50070-060 - Recife – PE",Office.Recife@trade.gov,55-81-3231-1906,,55-81-3416-3075,F,
/sites/GM/WH/Brazil/SaoPaulo,Sao-Paulo,Sao Paulo,Sao Paulo,GM-CS WH-Field-Brazil-SaoPaulo,WH-Field-Brazil-SaoPaulo_AllUsers,GM-International,e8ca4d6b904a1c25b7b16db544f69127405ee6c9,Sao Paulo,São Paulo,BR,null,"Rua Henri Dunant, 700,Chacara Santo Antonio,04709-110 - Sao Paulo - SP,Brazil",Office.SaoPaulo@trade.gov,55/11/3250-5399,,55/11/3250-5172,F,
/sites/GM/MEA/Africa/Luanda,Angola,Angola,Luanda,GM-CS MEA-Field-Africa-Luanda,GM-CS_MEA-Field-Africa-Luanda_AllUsers,GM-International,1530ba91506a5723d0578693a064c38bb2706ff2,Luanda,"Angola, Luanda US Embassy",AO,null,"Rua Houari Boumedienne #32,Luanda",everett.wakai@trade.gov,N/A,,244-222-641-000,F,
/sites/GM/USA/PacificNorth/Sacramento,Sacramento,Sacramento,Sacramento,GM-CS USA-Field-PacificNorth-Sacramento,USA-Field-PacificNorth-Sacramento_AllUsers,GM-USA,1cadf1aa70961280611ba3223d8983d7b4a3d2d3,Sacramento,Sacramento U.S. Export Assistance Center,US,CA,"Sacramento U.S. Export Assistance Center,1410 Ethan Way, Ste. 131 N,Sacramento, CA 95825,http://www.export.gov/california/sacramento/",George.Tastard@trade.gov,916-566-7123,N/A,916-566-7170,D,
